ダウンロードした時刻：2021/06/18 10:18:33

,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉
2018/8/28,0,1,8,1,3.8,0,8,1,3.1,8,1,31.9,8,1,24.5,8,1,,8,1,,8,1,27.1,8,1
2018/8/29,0.0,0,8,1,1.6,0,8,1,3.0,8,1,29.9,8,1,24.6,8,1,,8,1,,8,1,26.3,8,1
2018/8/30,0.0,0,8,1,8.4,0,8,1,5.3,8,1,33.1,8,1,25.0,8,1,,8,1,,8,1,28.7,8,1
2018/8/31,0,1,8,1,9.8,0,8,1,5.8,8,1,33.3,8,1,25.1,8,1,,8,1,,8,1,29.1,8,1
2019/8/1,0,1,8,1,8.8,0,8,1,4.0,8,1,33.4,8,1,27.5,8,1,,8,1,,8,1,29.9,8,1
2019/8/2,0,1,8,1,11.1,0,8,1,4.3,8,1,33.5,8,1,27.7,8,1,,8,1,,8,1,29.7,8,1
2019/8/3,0,1,8,1,12.8,0,8,1,4.1,8,1,31.9,8,1,26.5,8,1,,8,1,,8,1,29.2,8,1
2019/8/4,0,1,8,1,10.0,0,8,1,3.2,8,1,33.1,8,1,26.1,8,1,,8,1,,8,1,28.9,8,1
2019/8/5,0,1,8,1,6.3,0,8,1,3.2,8,1,33.9,8,1,26.0,8,1,,8,1,,8,1,29.4,8,1
2019/8/6,0,1,8,1,12.2,0,8,1,5.0,8,1,32.8,8,1,27.9,8,1,,8,1,,8,1,30.1,8,1
2019/8/7,0,1,8,1,10.4,0,8,1,5.1,8,1,33.6,8,1,27.8,8,1,,8,1,,8,1,29.8,8,1
2019/8/8,0,1,8,1,10.8,0,8,1,5.1,8,1,32.9,8,1,27.3,8,1,,8,1,,8,1,29.7,8,1
2019/8/9,0,1,8,1,11.2,0,8,1,5.3,8,1,33.9,8,1,27.1,8,1,,8,1,,8,1,29.7,8,1
2019/8/10,0,1,8,1,11.3,0,8,1,4.8,8,1,32.6,8,1,27.2,8,1,,8,1,,8,1,29.5,8,1
2019/8/11,0,1,8,1,5.7,0,8,1,3.2,8,1,34.0,8,1,25.9,8,1,,8,1,,8,1,29.0,8,1
2019/8/12,0.0,0,8,1,5.0,0,8,1,3.3,8,1,33.7,8,1,25.4,8,1,,8,1,,8,1,28.5,8,1
2019/8/13,2.5,0,8,1,3.5,0,8,1,3.2,8,1,33.2,8,1,27.1,8,1,,8,1,,8,1,29.2,8,1
2019/8/14,19.0,0,8,1,5.2,0,8,1,4.7,8,1,32.4,8,1,27.0,8,1,,8,1,,8,1,29.2,8,1
2019/8/15,0.0,0,8,1,5.0,0,8,1,7.2,8,1,33.2,8,1,27.7,8,1,,8,1,,8,1,29.8,8,1
2019/8/16,0.0,0,8,1,0.1,0,8,1,10.3,8,1,30.0,8,1,28.0,8,1,,8,1,,8,1,29.1,8,1
2019/8/17,0,1,8,1,12.1,0,8,1,6.1,8,1,33.0,8,1,27.5,8,1,,8,1,,8,1,29.9,8,1
2019/8/18,0,1,8,1,10.1,0,8,1,2.6,8,1,34.6,8,1,26.9,8,1,,8,1,,8,1,30.0,8,1
2019/8/19,0.0,0,8,1,0.9,0,8,1,3.4,8,1,31.1,8,1,26.3,8,1,,8,1,,8,1,27.7,8,1
2019/8/20,6.0,0,8,1,2.7,0,8,1,3.4,8,1,31.8,8,1,24.2,8,1,,8,1,,8,1,27.3,8,1
2019/8/21,0.0,0,8,1,4.5,0,8,1,3.2,8,1,31.3,8,1,23.9,8,1,,8,1,,8,1,27.1,8,1
2019/8/22,0.5,0,8,1,1.3,0,8,1,2.9,8,1,30.4,8,1,23.6,8,1,,8,1,,8,1,26.7,8,1
2019/8/23,3.5,0,8,1,0.2,0,8,1,5.5,8,1,29.5,8,1,24.8,8,1,,8,1,,8,1,27.4,8,1
2019/8/24,0.0,0,8,1,6.7,0,8,1,3.3,8,1,30.3,8,1,24.8,8,1,,8,1,,8,1,27.2,8,1
2019/8/25,4.5,0,8,1,7.3,0,8,1,3.1,8,1,31.4,8,1,22.3,8,1,,8,1,,8,1,26.4,8,1
2019/8/26,0.0,0,8,1,4.4,0,8,1,3.4,8,1,28.8,8,1,22.8,8,1,,8,1,,8,1,25.5,8,1
2019/8/27,0.5,0,8,1,4.0,0,8,1,3.0,8,1,30.2,8,1,23.4,8,1,,8,1,,8,1,26.4,8,1
2019/8/28,10.5,0,8,1,0.3,0,8,1,8.7,8,1,29.4,8,1,24.6,8,1,,8,1,,8,1,27.0,8,1
2019/8/29,0.0,0,8,1,7.9,0,8,1,6.6,8,1,32.3,8,1,27.4,8,1,,8,1,,8,1,29.2,8,1
2019/8/30,12.5,0,8,1,0.7,0,8,1,6.8,8,1,28.9,8,1,24.3,8,1,,8,1,,8,1,26.9,8,1
2019/8/31,0,1,8,1,7.6,0,8,1,4.1,8,1,31.4,8,1,26.0,8,1,,8,1,,8,1,28.1,8,1
2020/8/1,0.0,0,8,1,7.0,0,8,1,3.1,8,1,30.5,8,1,22.9,8,1,,8,1,,8,1,25.9,8,1
2020/8/2,0,1,8,1,9.7,0,8,1,3.0,8,1,31.9,8,1,22.8,8,1,,8,1,,8,1,26.4,8,1
2020/8/3,0,1,8,1,11.3,0,8,1,2.7,8,1,32.6,8,1,22.5,8,1,,8,1,,8,1,27.2,8,1
2020/8/4,0,1,8,1,10.9,0,8,1,3.0,8,1,31.8,8,1,24.9,8,1,,8,1,,8,1,28.0,8,1
2020/8/5,0,1,8,1,9.3,0,8,1,3.2,8,1,32.9,8,1,25.7,8,1,,8,1,,8,1,28.6,8,1
2020/8/6,0,1,8,1,9.7,0,8,1,4.6,8,1,33.2,8,1,25.7,8,1,,8,1,,8,1,28.6,8,1
2020/8/7,0,1,8,1,10.8,0,8,1,5.9,8,1,32.5,8,1,26.6,8,1,,8,1,,8,1,29.4,8,1
2020/8/8,0,1,8,1,4.9,0,8,1,2.9,8,1,33.0,8,1,25.2,8,1,,8,1,,8,1,28.2,8,1
2020/8/9,0,1,8,1,8.5,0,8,1,4.6,8,1,33.0,8,1,24.9,8,1,,8,1,,8,1,29.4,8,1
2020/8/10,0,1,8,1,9.7,0,8,1,3.9,8,1,34.2,8,1,27.8,8,1,,8,1,,8,1,30.2,8,1
2020/8/11,0,1,8,1,13.0,0,8,1,6.7,8,1,34.6,8,1,28.7,8,1,,8,1,,8,1,31.1,8,1
2020/8/12,0,1,8,1,8.5,0,8,1,3.9,8,1,33.9,8,1,28.4,8,1,,8,1,,8,1,30.6,8,1
2020/8/13,1.0,0,8,1,9.4,0,8,1,2.8,8,1,35.3,8,1,28.1,8,1,,8,1,,8,1,30.8,8,1
2020/8/14,0,1,8,1,10.3,0,8,1,3.6,8,1,34.6,8,1,26.7,8,1,,8,1,,8,1,30.0,8,1
2020/8/15,0,1,8,1,9.6,0,8,1,2.7,8,1,34.8,8,1,28.1,8,1,,8,1,,8,1,31.0,8,1
2020/8/16,0,1,8,1,8.3,0,8,1,3.3,8,1,34.3,8,1,28.5,8,1,,8,1,,8,1,30.5,8,1
2020/8/17,0,1,8,1,9.6,0,8,1,2.6,8,1,34.7,8,1,28.0,8,1,,8,1,,8,1,30.7,8,1
2020/8/18,0,1,8,1,4.4,0,8,1,3.4,8,1,34.2,8,1,27.0,8,1,,8,1,,8,1,30.1,8,1
2020/8/19,0,1,8,1,9.1,0,8,1,3.0,8,1,34.3,8,1,25.4,8,1,,8,1,,8,1,28.8,8,1
2020/8/20,0,1,8,1,12.4,0,8,1,3.8,8,1,32.3,8,1,26.4,8,1,,8,1,,8,1,29.1,8,1
2020/8/21,0,1,8,1,12.0,0,8,1,3.3,8,1,33.8,8,1,26.4,8,1,,8,1,,8,1,29.6,8,1
2020/8/22,0.0,0,8,1,7.2,0,8,1,3.0,8,1,35.7,8,1,26.6,8,1,,8,1,,8,1,29.4,8,1
2020/8/23,51.0,0,8,1,0.3,0,8,1,2.2,8,1,27.1,8,1,23.5,8,1,,8,1,,8,1,25.7,8,1
2020/8/24,0,1,8,1,8.4,0,8,1,3.2,8,1,31.8,8,1,24.2,8,1,,8,1,,8,1,27.4,8,1
2020/8/25,0,1,8,1,9.5,0,8,1,2.9,8,1,32.3,8,1,24.3,8,1,,8,1,,8,1,27.5,8,1
2020/8/26,0,1,8,1,9.7,0,8,1,2.9,8,1,33.2,8,1,23.4,8,1,,8,1,,8,1,28.2,8,1
2020/8/27,2.0,0,8,1,7.6,0,8,1,3.3,8,1,33.4,8,1,26.7,8,1,,8,1,,8,1,29.3,8,1
2020/8/28,0.0,0,8,1,7.1,0,8,1,3.7,8,1,33.8,8,1,26.9,8,1,,8,1,,8,1,29.8,8,1
2020/8/29,0,1,8,1,12.3,0,8,1,4.3,8,1,33.2,8,1,27.8,8,1,,8,1,,8,1,29.9,8,1
2020/8/30,0,1,8,1,10.7,0,8,1,3.5,8,1,33.4,8,1,26.9,8,1,,8,1,,8,1,29.7,8,1
2020/8/31,0,1,8,1,5.9,0,8,1,3.7,8,1,32.2,8,1,23.7,8,1,,8,1,,8,1,27.2,8,1
